timestamp,power_kw
2026-03-02T00:00:00,0.3
2026-03-02T01:00:00,0.3
2026-03-02T02:00:00,0.3
2026-03-02T03:00:00,0.3
2026-03-02T04:00:00,0.3
2026-03-02T05:00:00,0.3
2026-03-02T06:00:00,0.845
2026-03-02T07:00:00,0.851
2026-03-02T08:00:00,0.858
2026-03-02T09:00:00,0.6
2026-03-02T10:00:00,0.6
2026-03-02T11:00:00,0.6
2026-03-02T12:00:00,0.6
2026-03-02T13:00:00,0.6
2026-03-02T14:00:00,0.6
2026-03-02T15:00:00,0.6
2026-03-02T16:00:00,0.6
2026-03-02T17:00:00,1.331
2026-03-02T18:00:00,1.308
2026-03-02T19:00:00,1.283
2026-03-02T20:00:00,1.256
2026-03-02T21:00:00,1.228
2026-03-02T22:00:00,1.2
2026-03-02T23:00:00,0.3
2026-03-03T00:00:00,0.3
2026-03-03T01:00:00,0.3
2026-03-03T02:00:00,0.3
2026-03-03T03:00:00,0.3
2026-03-03T04:00:00,0.3
2026-03-03T05:00:00,0.3
2026-03-03T06:00:00,0.874
2026-03-03T07:00:00,0.869
2026-03-03T08:00:00,0.863
2026-03-03T09:00:00,0.6
2026-03-03T10:00:00,0.6
2026-03-03T11:00:00,0.6
2026-03-03T12:00:00,0.6
2026-03-03T13:00:00,0.6
2026-03-03T14:00:00,0.6
2026-03-03T15:00:00,0.6
2026-03-03T16:00:00,0.6
2026-03-03T17:00:00,1.117
2026-03-03T18:00:00,1.144
2026-03-03T19:00:00,1.172
2026-03-03T20:00:00,1.201
2026-03-03T21:00:00,1.229
2026-03-03T22:00:00,1.257
2026-03-03T23:00:00,0.3
2026-03-04T00:00:00,0.3
2026-03-04T01:00:00,0.3
2026-03-04T02:00:00,0.3
2026-03-04T03:00:00,0.3
2026-03-04T04:00:00,0.3
2026-03-04T05:00:00,0.3
2026-03-04T06:00:00,0.715
2026-03-04T07:00:00,0.711
2026-03-04T08:00:00,0.708
2026-03-04T09:00:00,0.6
2026-03-04T10:00:00,0.6
2026-03-04T11:00:00,0.6
2026-03-04T12:00:00,0.6
2026-03-04T13:00:00,0.6
2026-03-04T14:00:00,0.6
2026-03-04T15:00:00,0.6
2026-03-04T16:00:00,0.6
2026-03-04T17:00:00,1.228
2026-03-04T18:00:00,1.199
2026-03-04T19:00:00,1.171
2026-03-04T20:00:00,1.143
2026-03-04T21:00:00,1.116
2026-03-04T22:00:00,1.091
2026-03-04T23:00:00,0.3
2026-03-05T00:00:00,0.3
2026-03-05T01:00:00,0.3
2026-03-05T02:00:00,0.3
2026-03-05T03:00:00,0.3
2026-03-05T04:00:00,0.3
2026-03-05T05:00:00,0.3
2026-03-05T06:00:00,0.772
2026-03-05T07:00:00,0.78
2026-03-05T08:00:00,0.787
2026-03-05T09:00:00,0.6
2026-03-05T10:00:00,0.6
2026-03-05T11:00:00,0.6
2026-03-05T12:00:00,0.6
2026-03-05T13:00:00,0.6
2026-03-05T14:00:00,0.6
2026-03-05T15:00:00,0.6
2026-03-05T16:00:00,0.6
2026-03-05T17:00:00,1.229
2026-03-05T18:00:00,1.257
2026-03-05T19:00:00,1.284
2026-03-05T20:00:00,1.309
2026-03-05T21:00:00,1.332
2026-03-05T22:00:00,1.352
2026-03-05T23:00:00,0.3
2026-03-06T00:00:00,0.3
2026-03-06T01:00:00,0.3
2026-03-06T02:00:00,0.3
2026-03-06T03:00:00,0.3
2026-03-06T04:00:00,0.3
2026-03-06T05:00:00,0.3
2026-03-06T06:00:00,0.9
2026-03-06T07:00:00,0.9
2026-03-06T08:00:00,0.899
2026-03-06T09:00:00,0.6
2026-03-06T10:00:00,0.6
2026-03-06T11:00:00,0.6
